Date	Sales	StoreID	
12/15/2014	$222.90 	578	
7/18/2015	$134.40 	521	
8/28/2015	$128.60 	555	
6/28/2015	$228.10 	578	
1/29/2014	$153.80 	521	
8/11/2014	$26.30 	500	
7/27/2015	$17.00 	521	
1/31/2015	$209.20 	555	
2/22/2015	$82.10 	521	
1/3/2014	$114.50 	521	
5/26/2014	$253.40 	521	
3/22/2014	$251.80 	578	
5/6/2014	$25.80 	500	
5/1/2014	$184.50 	521	
2/23/2015	$221.60 	532	
8/28/2014	$118.00 	578	
10/22/2015	$251.00 	532	
9/29/2014	$95.30 	500	
6/12/2015	$234.00 	532	
7/28/2015	$156.40 	521	
6/8/2015	$229.00 	578	
7/20/2015	$33.20 	532	
9/12/2014	$245.80 	532	
2/16/2015	$151.20 	500	
5/18/2015	$103.40 	521	
12/11/2014	$111.90 	521	
3/31/2015	$194.70 	555	
8/13/2014	$67.40 	555	
5/19/2014	$149.10 	500	
9/2/2015	$167.90 	555	
10/25/2014	$171.10 	532	
6/15/2014	$222.70 	555	
8/23/2015	$21.40 	500	
3/23/2014	$228.90 	500	
10/3/2014	$48.90 	532	
7/23/2015	$35.20 	500	
3/21/2015	$68.00 	555	
10/23/2014	$160.80 	555	
4/30/2015	$150.30 	521	
1/15/2015	$51.90 	578	
12/4/2014	$94.20 	521	
9/16/2015	$210.70 	555	
10/20/2014	$38.20 	532	
7/11/2015	$136.80 	578	
4/29/2015	$61.40 	521	
7/24/2014	$246.50 	532	
7/27/2014	$39.40 	521	
3/2/2014	$220.00 	578	
7/11/2015	$193.00 	578	
9/27/2015	$247.60 	521	
4/8/2015	$57.20 	578	
5/15/2014	$138.00 	555	
12/25/2015	$137.60 	555	
6/22/2015	$141.60 	578	
8/10/2015	$114.70 	578	
10/25/2014	$32.70 	521	
5/16/2014	$14.00 	555	
4/29/2015	$28.10 	532	
12/1/2015	$209.20 	578	
8/16/2014	$85.90 	578	
11/22/2014	$92.30 	555	
4/10/2015	$230.80 	500	
5/19/2015	$245.00 	532	
7/5/2014	$224.80 	500	
11/12/2015	$86.20 	521	
2/18/2015	$94.70 	578	
11/28/2015	$19.60 	532	
5/4/2014	$37.80 	521	
3/3/2015	$135.20 	521	
8/23/2014	$51.80 	500	
9/29/2014	$174.00 	521	
1/16/2015	$104.80 	500	
11/1/2015	$228.20 	555	
8/22/2015	$240.50 	555	
5/15/2015	$93.80 	500	
12/9/2015	$222.80 	500	
8/29/2014	$56.00 	578	
9/13/2015	$179.40 	521	
12/16/2014	$235.20 	521	
2/6/2015	$196.80 	521	
5/22/2014	$108.10 	521	
5/11/2014	$222.10 	555	
6/19/2014	$22.40 	500	
2/14/2014	$54.00 	555	
7/8/2015	$246.30 	532	
10/22/2015	$214.00 	500	
5/5/2014	$16.20 	521	
11/16/2014	$62.10 	555	
5/25/2015	$93.00 	521	
11/19/2015	$198.20 	521	
11/10/2015	$228.00 	578	
3/11/2014	$188.50 	532	
9/1/2015	$172.10 	521	
9/2/2015	$163.20 	578	
4/25/2014	$49.00 	555	
8/4/2015	$218.50 	532	
4/12/2015	$99.20 	578	
11/10/2015	$226.40 	500	
5/25/2015	$116.00 	555	
9/27/2015	$172.20 	578	
8/3/2014	$168.90 	532	
7/22/2014	$107.30 	555	
1/20/2015	$169.60 	532	
4/22/2014	$104.10 	555	
6/28/2015	$148.00 	500	
6/25/2015	$227.10 	555	
8/1/2014	$108.40 	555	
2/13/2014	$238.30 	578	
10/13/2015	$249.00 	521	
4/4/2015	$78.20 	500	
1/19/2015	$165.80 	555	
3/20/2014	$67.00 	555	
5/12/2015	$104.90 	555	
3/24/2015	$203.70 	578	
9/9/2014	$173.10 	578	
9/23/2014	$43.50 	521	
9/14/2014	$45.60 	521	
1/14/2015	$150.40 	500	
12/26/2015	$95.20 	500	
7/18/2014	$150.80 	532	
9/12/2015	$165.00 	532	
6/26/2015	$163.10 	532	
3/27/2015	$22.20 	500	
3/9/2015	$189.80 	578	
7/13/2015	$111.30 	532	
11/25/2014	$194.80 	555	
4/25/2015	$52.90 	555	
6/1/2015	$147.90 	532	
12/11/2014	$127.00 	578	
4/18/2014	$24.60 	521	
6/7/2015	$54.20 	532	
12/30/2015	$40.30 	555	
1/12/2015	$145.70 	521	
10/7/2014	$244.90 	532	
4/15/2014	$81.20 	500	
2/17/2014	$64.70 	578	
10/17/2014	$241.70 	578	
3/12/2015	$58.40 	500	
8/29/2015	$129.00 	500	
11/25/2014	$65.30 	532	
10/5/2014	$39.50 	500	
6/25/2014	$41.20 	500	
4/12/2015	$250.40 	521	
11/14/2015	$235.10 	555	
1/19/2015	$16.40 	578	
3/17/2015	$55.70 	555	
10/24/2015	$129.70 	555	
10/17/2014	$161.40 	521	
10/10/2014	$31.40 	532	
12/16/2015	$46.00 	532	
6/18/2015	$179.20 	521	
8/21/2014	$72.10 	555	
3/2/2014	$74.30 	521	
9/3/2014	$169.30 	532	
6/7/2014	$113.30 	555	
1/29/2014	$69.40 	521	
12/9/2015	$203.30 	555	
6/22/2015	$140.40 	555	
4/11/2015	$133.80 	555	
10/30/2014	$53.70 	555	
3/3/2015	$26.00 	532	
12/11/2014	$182.20 	521	
2/28/2014	$32.70 	555	
2/9/2014	$243.20 	500	
7/14/2015	$189.90 	555	
4/16/2015	$38.90 	521	
12/16/2014	$25.30 	521	
5/27/2014	$144.40 	578	
4/28/2015	$153.90 	555	
10/10/2015	$126.00 	578	
3/25/2014	$15.10 	521	
8/14/2014	$251.90 	555	
1/9/2015	$257.30 	532	
2/1/2015	$189.40 	578	
1/11/2014	$158.80 	521	
12/15/2014	$169.90 	521	
3/26/2015	$220.20 	555	
11/25/2015	$178.80 	521	
1/12/2014	$4.40 	521	
11/11/2015	$198.60 	555	
6/8/2015	$70.00 	500	
1/26/2014	$155.20 	500	
1/9/2014	$25.10 	500	
12/3/2014	$101.90 	500	
4/13/2014	$136.60 	532	
6/26/2014	$70.00 	532	
3/9/2015	$151.10 	578	
8/19/2015	$224.40 	521	
5/16/2014	$194.60 	500	
9/5/2015	$250.80 	500	
2/13/2015	$214.50 	532	
7/1/2014	$190.20 	521	
5/9/2015	$52.90 	578	
6/13/2015	$192.20 	521	
12/11/2015	$102.20 	532	
12/24/2014	$118.10 	521	
8/22/2015	$80.90 	500	
5/14/2014	$110.40 	532	
5/20/2015	$170.30 	578	
7/4/2015	$176.20 	532	
7/5/2014	$50.20 	532	
10/19/2015	$194.90 	578	
12/20/2015	$98.50 	521	
11/12/2015	$8.80 	555	
6/11/2015	$46.00 	532	
12/9/2014	$195.00 	578	
7/11/2015	$101.80 	578	
11/8/2014	$36.20 	555	
4/5/2014	$126.40 	578	
2/11/2014	$244.60 	500	
6/9/2014	$63.80 	555	
11/1/2014	$92.40 	500	
7/28/2014	$178.60 	578	
6/11/2014	$171.60 	500	
12/28/2015	$192.80 	578	
4/2/2014	$161.80 	532	
10/28/2014	$228.30 	521	
4/11/2015	$96.30 	532	
2/1/2015	$90.50 	578	
9/3/2014	$48.20 	578	
1/5/2014	$173.80 	578	
2/18/2014	$191.50 	532	
2/19/2014	$124.40 	578	
5/12/2015	$230.20 	578	
12/29/2014	$10.80 	500	
10/31/2014	$128.20 	555	
3/29/2015	$119.10 	578	
11/16/2015	$47.70 	555	
12/10/2014	$100.40 	521	
8/13/2015	$142.20 	555	
12/23/2014	$238.00 	578	
12/18/2015	$231.80 	555	
3/23/2015	$18.30 	532	
4/6/2014	$122.20 	500	
2/5/2015	$69.50 	521	
2/5/2015	$125.50 	555	
11/4/2014	$120.80 	555	
3/14/2014	$159.60 	521	
5/13/2014	$85.00 	521	
10/16/2015	$255.60 	532	
11/10/2014	$238.30 	578	
3/13/2015	$23.10 	578	
4/28/2014	$89.00 	532	
12/31/2014	$253.90 	521	
5/13/2014	$44.10 	578	
5/8/2015	$176.30 	521	
11/25/2015	$47.70 	532	
10/27/2014	$113.60 	578	
7/9/2014	$100.40 	532	
11/23/2015	$182.30 	555	
3/6/2014	$201.50 	578	
12/6/2014	$208.30 	500	
1/16/2014	$161.80 	532	
11/26/2014	$10.40 	578	
5/19/2014	$87.60 	555	
11/4/2014	$19.60 	500	
6/28/2014	$19.50 	532	
1/29/2014	$13.90 	532	
6/5/2014	$247.60 	555	
12/27/2014	$23.00 	521	
2/1/2014	$30.90 	578	
4/16/2015	$65.20 	521	
3/26/2015	$117.70 	555	
1/15/2015	$234.90 	500	
11/20/2015	$226.80 	500	
7/6/2015	$157.90 	578	
10/4/2015	$97.50 	521	
6/4/2014	$250.90 	521	
3/15/2014	$152.70 	555	
5/30/2015	$211.90 	532	
12/22/2015	$215.00 	578	
1/5/2014	$215.90 	521	
2/16/2015	$240.30 	555	
4/18/2014	$79.60 	578	
7/9/2014	$77.80 	555	
8/5/2014	$137.70 	578	
5/20/2014	$160.70 	555	
1/17/2015	$65.60 	578	
2/11/2015	$89.50 	521	
10/8/2014	$189.00 	521	
1/15/2014	$44.70 	500	
3/9/2015	$134.90 	555	
6/18/2015	$134.60 	500	
3/9/2014	$206.50 	500	
3/31/2014	$101.90 	500	
12/2/2015	$222.30 	532	
9/20/2014	$42.10 	532	
8/17/2015	$164.60 	500	
5/31/2015	$214.90 	500	
12/3/2015	$66.50 	578	
4/7/2015	$195.90 	555	
2/23/2014	$233.80 	532	
8/19/2014	$7.00 	555	
9/3/2015	$38.70 	578	
4/24/2014	$240.20 	578	
3/26/2015	$157.40 	555	
11/4/2015	$48.70 	500	
8/31/2014	$249.00 	500	
6/12/2014	$207.70 	500	
10/13/2015	$73.10 	521	
11/19/2014	$30.30 	521	
12/6/2014	$139.50 	532	
10/3/2015	$155.00 	578	
3/16/2014	$198.60 	500	
4/22/2014	$104.00 	521	
7/22/2015	$143.70 	521	
8/26/2014	$204.90 	532	
6/14/2014	$171.70 	500	
9/14/2015	$168.60 	578	
5/17/2015	$137.30 	578	
12/10/2015	$109.40 	500	
9/21/2015	$78.40 	521	
4/3/2014	$230.00 	521	
7/9/2014	$257.60 	555	
8/29/2015	$70.60 	500	
2/19/2015	$73.40 	555	
4/12/2015	$103.60 	500	
7/27/2015	$200.00 	578	
1/12/2014	$153.60 	521	
10/20/2015	$49.40 	521	
6/26/2014	$243.10 	555	
5/14/2015	$175.80 	578	
7/11/2015	$214.10 	521	
3/2/2014	$64.40 	555	
9/6/2014	$24.00 	532	
6/22/2015	$92.10 	555	
12/11/2015	$163.10 	555	
11/25/2014	$242.00 	521	
9/3/2014	$154.60 	532	
4/28/2014	$149.30 	555	
9/30/2014	$54.60 	555	
6/27/2014	$240.00 	578	
7/29/2014	$228.70 	521	
5/8/2015	$173.40 	555	
8/6/2014	$229.10 	532	
5/23/2014	$121.70 	555	
12/23/2014	$18.40 	578	
9/12/2015	$55.80 	555	
8/30/2015	$161.40 	555	
2/3/2015	$194.90 	521	
6/15/2015	$162.00 	555	
2/23/2014	$200.40 	500	
1/15/2014	$139.70 	555	
12/27/2015	$167.20 	521	
2/10/2015	$87.60 	521	
5/30/2014	$86.40 	555	
5/16/2015	$247.50 	532	
11/8/2014	$27.00 	578	
10/10/2015	$173.40 	578	
12/5/2015	$23.60 	500	
7/17/2015	$140.10 	555	
12/9/2015	$118.00 	521	
12/12/2015	$21.20 	555	
2/8/2014	$67.20 	555	
5/18/2014	$142.20 	521	
6/17/2014	$126.90 	500	
7/20/2014	$224.80 	555	
2/15/2014	$210.20 	532	
11/7/2015	$259.80 	500	
3/10/2015	$165.10 	532	
12/23/2015	$46.80 	578	
5/8/2015	$9.40 	500	
2/1/2014	$178.30 	500	
2/28/2015	$169.40 	578	
9/26/2014	$117.00 	578	
5/11/2014	$189.50 	521	
6/6/2015	$157.30 	532	
4/8/2015	$150.00 	578	
5/13/2015	$174.40 	500	
2/18/2015	$214.60 	521	
11/25/2015	$71.20 	521	
2/5/2015	$41.00 	532	
6/28/2015	$240.80 	555	
12/27/2014	$211.00 	521	
4/5/2014	$115.10 	521	
3/2/2014	$223.90 	521	
12/13/2015	$23.00 	532	
5/17/2014	$24.30 	532	
8/16/2015	$36.30 	578	
5/31/2015	$34.80 	500	
10/21/2014	$64.90 	521	
12/8/2015	$110.60 	578	
1/18/2015	$15.90 	555	
9/21/2015	$219.20 	500	
1/28/2015	$156.90 	521	
1/11/2014	$66.80 	500	
1/5/2014	$139.80 	578	
5/17/2014	$154.10 	532	
3/14/2014	$192.40 	578	
6/16/2015	$196.70 	578	
9/13/2015	$256.50 	521	
2/27/2014	$104.30 	555	
4/7/2015	$114.50 	578	
4/25/2015	$122.60 	532	
3/13/2014	$67.30 	578	
11/1/2015	$57.10 	500	
4/3/2015	$33.50 	521	
10/14/2015	$37.40 	500	
2/17/2015	$35.50 	532	
6/14/2015	$140.70 	532	
7/18/2014	$87.10 	500	
5/20/2015	$17.20 	532	
4/28/2014	$229.20 	521	
7/27/2014	$46.50 	578	
3/22/2014	$84.70 	532	
12/20/2015	$122.70 	578	
4/15/2014	$247.20 	500	
8/3/2014	$195.30 	500	
12/4/2015	$132.50 	521	
7/10/2014	$247.20 	500	
1/19/2014	$250.70 	500	
11/2/2014	$250.30 	521	
9/5/2015	$85.80 	578	
9/4/2014	$141.80 	500	
11/7/2015	$31.70 	555	
4/24/2014	$45.70 	578	
8/10/2014	$82.30 	532	
7/24/2015	$201.80 	578	
5/20/2015	$221.40 	500	
7/10/2014	$46.70 	555	
8/18/2014	$102.50 	532	
2/15/2015	$232.90 	578	
6/10/2015	$167.60 	521	
6/7/2015	$58.50 	500	
5/29/2015	$133.70 	532	
1/30/2014	$217.80 	578	
1/2/2015	$246.40 	555	
12/31/2014	$193.70 	578	
4/12/2014	$182.10 	521	
8/18/2015	$231.40 	578	
6/14/2015	$95.70 	500	
4/9/2014	$144.40 	521	
10/29/2014	$96.10 	578	
11/30/2014	$65.20 	555	
1/5/2015	$199.20 	521	
7/5/2014	$105.80 	500	
3/11/2014	$85.30 	532	
9/13/2014	$132.00 	555	
6/6/2014	$233.10 	500	
3/1/2015	$41.40 	521	
3/7/2015	$61.20 	532	
8/30/2015	$159.60 	578	
10/5/2015	$128.40 	500	
5/4/2015	$22.00 	578	
9/9/2015	$217.40 	500	
5/14/2015	$211.40 	532	
2/3/2015	$212.30 	521	
8/12/2014	$103.60 	500	
9/7/2014	$199.30 	521	
5/5/2015	$29.80 	532	
1/9/2015	$76.80 	555	
8/25/2014	$115.70 	555	
10/18/2015	$58.30 	500	
2/16/2014	$251.40 	500	
12/13/2014	$151.10 	555	
2/24/2014	$254.60 	500	
11/17/2015	$166.40 	532	
11/14/2015	$221.20 	555	
7/13/2014	$100.20 	521	
12/16/2015	$233.00 	532	
9/23/2015	$11.20 	578	
7/6/2015	$138.10 	500	
6/24/2015	$239.50 	532	
8/7/2014	$238.00 	521	
4/7/2014	$16.50 	555	
3/7/2015	$24.40 	555	
2/13/2015	$132.70 	532	
11/19/2014	$100.80 	578	
11/29/2015	$121.90 	578	
1/25/2014	$194.40 	521	
5/25/2015	$173.70 	500	
7/21/2014	$201.00 	555	
6/22/2015	$162.10 	532	
2/2/2015	$18.20 	500	
9/27/2014	$232.10 	578	
7/7/2014	$129.70 	532	
4/12/2015	$72.10 	532	
6/6/2014	$39.10 	500	
7/2/2014	$46.40 	521	
10/2/2014	$156.10 	578	
2/22/2014	$143.30 	555	
8/13/2014	$82.30 	578	
6/28/2014	$140.00 	500	
4/30/2014	$85.70 	555	
1/27/2014	$182.20 	555	
5/18/2014	$77.40 	532	
12/15/2015	$227.90 	532	
9/25/2014	$163.90 	500	
9/1/2014	$40.60 	521	
1/7/2015	$58.60 	521	
12/31/2015	$50.30 	578	
1/16/2014	$165.20 	532	
4/18/2014	$59.70 	500	
10/24/2014	$146.90 	555	
8/30/2014	$16.00 	555	
9/16/2014	$141.80 	578	
10/22/2014	$182.50 	532	
9/13/2015	$63.00 	532	
11/15/2015	$33.80 	532	
8/4/2015	$24.90 	532	
7/7/2014	$161.50 	555	
8/25/2014	$173.10 	500	
12/25/2015	$136.10 	578	
7/18/2014	$131.70 	521	
1/23/2014	$168.30 	521	
3/24/2014	$156.80 	555	
11/4/2014	$95.40 	521	
9/12/2015	$20.70 	578	
8/16/2014	$202.40 	532	
7/30/2015	$179.10 	532	
4/30/2015	$70.60 	532	
11/28/2015	$131.80 	500	
4/19/2014	$104.20 	555	
4/29/2015	$112.50 	555	
12/13/2014	$82.30 	578	
12/13/2014	$255.70 	521	
6/2/2015	$138.70 	555	
1/9/2015	$21.10 	555	
10/1/2014	$58.60 	500	
5/24/2015	$126.30 	500	
3/20/2015	$76.00 	555	
5/8/2014	$240.10 	500	
12/30/2015	$179.70 	521	
2/12/2014	$247.00 	500	
6/22/2015	$186.60 	532	
6/10/2014	$166.40 	500	
11/13/2015	$176.70 	578	
3/19/2015	$87.40 	578	
4/30/2014	$218.20 	521	
6/2/2015	$179.00 	578	
8/25/2014	$144.00 	532	
4/20/2015	$120.00 	532	
9/9/2015	$170.50 	578	
7/15/2014	$218.60 	500	
5/1/2014	$12.10 	500	
7/20/2014	$194.10 	578	
9/26/2015	$54.10 	532	
4/9/2014	$26.00 	555	
11/7/2015	$60.20 	521	
11/11/2015	$117.90 	521	
9/29/2015	$144.40 	555	
6/9/2014	$50.60 	521	
5/25/2015	$120.00 	578	
11/10/2014	$205.20 	578	
8/21/2015	$211.30 	555	
12/15/2015	$108.60 	555	
12/5/2014	$88.00 	578	
4/24/2014	$133.10 	532	
10/20/2015	$199.10 	532	
12/14/2015	$160.70 	500	
9/22/2014	$231.70 	500	
7/29/2015	$256.20 	532	
3/25/2014	$42.80 	578	
12/21/2015	$251.60 	521	
1/18/2015	$238.70 	578	
8/18/2014	$27.90 	500	
2/3/2014	$96.20 	500	
8/21/2015	$63.30 	578	
5/5/2015	$5.60 	500	
2/25/2014	$209.60 	500	
5/8/2014	$75.50 	578	
6/22/2014	$244.00 	555	
5/23/2014	$100.70 	555	
7/16/2015	$212.60 	578	
7/1/2014	$188.30 	500	
4/9/2014	$124.10 	555	
11/24/2015	$132.80 	578	
3/22/2015	$193.00 	500	
8/31/2014	$76.30 	500	
10/9/2014	$249.80 	521	
7/31/2014	$87.20 	521	
7/8/2015	$119.80 	578	
11/24/2014	$157.80 	578	
12/14/2015	$261.20 	555	
4/20/2014	$204.30 	500	
2/6/2015	$154.60 	555	
8/22/2014	$46.60 	578	
3/22/2015	$62.00 	500	
12/23/2015	$59.10 	578	
9/16/2014	$53.50 	578	
7/27/2014	$3.10 	555	
2/4/2014	$226.20 	578	
7/4/2015	$164.70 	578	
5/31/2014	$69.90 	500	
7/2/2014	$185.70 	500	
4/4/2014	$227.10 	532	
6/7/2014	$9.70 	532	
6/7/2014	$16.30 	500	
10/5/2015	$225.10 	521	
6/24/2014	$225.90 	521	
2/23/2014	$113.40 	578	
10/24/2015	$250.60 	532	
3/8/2014	$217.80 	532	
10/2/2015	$231.40 	521	
8/12/2015	$114.80 	521	
4/30/2015	$204.00 	532	
4/10/2014	$186.40 	578	
4/6/2014	$85.30 	532	
2/22/2014	$190.20 	578	
3/27/2014	$39.30 	578	
5/24/2014	$140.20 	555	
2/9/2015	$42.40 	578	
11/25/2015	$25.50 	521	
4/13/2014	$131.30 	532	
11/2/2015	$211.70 	555	
10/14/2015	$135.20 	578	
1/14/2014	$133.00 	521	
8/2/2014	$186.80 	532	
11/16/2014	$144.60 	532	
3/21/2015	$70.80 	500	
4/10/2014	$125.20 	578	
6/23/2015	$167.70 	555	
1/31/2015	$186.70 	555	
12/25/2014	$257.90 	578	
5/14/2014	$180.70 	500	
3/18/2014	$184.90 	532	
2/12/2014	$199.70 	578	
2/12/2015	$96.60 	521	
7/30/2015	$210.10 	555	
12/2/2014	$25.80 	521	
1/27/2014	$78.10 	578	
7/19/2015	$252.80 	555	
7/24/2014	$221.60 	500	
3/6/2015	$73.80 	555	
7/28/2015	$59.90 	532	
1/29/2015	$86.20 	521	
3/1/2015	$134.10 	532	
9/9/2015	$211.30 	500	
12/17/2015	$176.90 	521	
8/22/2015	$149.10 	532	
6/7/2014	$100.80 	500	
7/13/2015	$235.70 	500	
9/1/2014	$233.50 	578	
4/27/2015	$242.40 	532	
11/4/2015	$11.50 	521	
12/20/2015	$233.80 	500	
3/11/2015	$40.20 	555	
12/6/2015	$204.10 	500	
1/28/2014	$242.60 	578	
3/31/2014	$223.00 	578	
6/4/2015	$93.00 	555	
9/21/2014	$218.70 	555	
6/2/2014	$106.00 	578	
5/10/2014	$127.00 	555	
5/23/2015	$173.80 	521	
6/27/2015	$151.80 	555	
12/24/2014	$188.00 	532	
10/15/2014	$247.60 	555	
1/17/2014	$245.40 	500	
6/22/2015	$151.80 	555	
3/2/2014	$127.40 	521	
5/15/2015	$151.20 	555	
2/4/2015	$188.10 	578	
11/5/2014	$203.50 	578	
5/13/2015	$64.80 	521	
3/14/2015	$225.80 	555	
12/31/2014	$206.20 	555	
2/19/2015	$10.60 	555	
8/24/2015	$28.80 	500	
1/5/2015	$46.90 	555	
3/8/2014	$158.10 	500	
5/20/2014	$210.10 	578	
7/12/2014	$77.80 	521	
10/4/2015	$79.30 	500	
2/13/2015	$36.90 	555	
11/8/2014	$79.70 	500	
1/22/2014	$181.10 	521	
7/24/2014	$150.30 	500	
2/7/2014	$230.70 	578	
4/6/2015	$177.60 	521	
11/5/2015	$244.50 	521	
10/1/2014	$179.90 	500	
4/25/2015	$66.40 	521	
1/9/2014	$182.80 	555	
8/30/2015	$209.50 	555	
9/21/2015	$136.40 	578	
8/11/2015	$58.00 	521	
12/11/2015	$50.60 	532	
12/28/2014	$85.30 	521	
4/28/2015	$79.90 	521	
9/3/2015	$130.60 	521	
8/6/2015	$141.40 	555	
9/22/2015	$155.20 	532	
9/22/2014	$46.10 	578	
6/2/2015	$196.50 	555	
2/18/2014	$34.50 	555	
9/4/2014	$12.20 	578	
10/9/2015	$44.50 	578	
2/15/2014	$229.00 	521	
7/22/2014	$185.20 	532	
3/28/2015	$75.40 	532	
7/30/2014	$205.20 	500	
3/21/2014	$226.40 	578	
9/26/2014	$158.40 	555	
2/2/2014	$111.20 	578	
3/11/2014	$130.10 	532	
11/23/2015	$39.30 	532	
10/7/2014	$139.10 	578	
10/14/2015	$95.80 	532	
3/2/2015	$160.00 	500	
9/9/2015	$68.50 	532	
2/1/2014	$9.00 	555	
12/26/2014	$35.40 	555	
4/26/2014	$206.20 	532	
8/28/2015	$11.40 	578	
2/8/2015	$41.00 	532	
6/1/2014	$55.00 	578	
8/10/2015	$141.20 	521	
3/31/2014	$66.10 	521	
5/21/2014	$36.00 	578	
10/24/2014	$179.20 	521	
11/19/2014	$212.70 	532	
2/3/2014	$150.90 	555	
12/23/2015	$111.70 	578	
9/15/2015	$91.80 	521	
5/22/2014	$198.80 	521	
8/28/2014	$12.80 	532	
6/3/2015	$30.80 	521	
2/14/2014	$232.30 	500	
2/13/2015	$243.10 	578	
7/22/2014	$153.20 	578	
1/31/2015	$35.80 	555	
8/25/2015	$145.50 	521	
6/2/2014	$195.90 	578	
2/5/2014	$63.70 	521	
11/22/2014	$247.10 	578	
1/15/2014	$240.40 	521	
7/8/2014	$178.90 	578	
6/3/2014	$192.30 	532	
12/8/2015	$164.60 	555	
11/17/2014	$253.50 	500	
3/27/2014	$64.40 	532	
7/17/2015	$144.50 	532	
8/24/2014	$24.20 	578	
9/29/2015	$183.20 	500	
12/17/2015	$31.80 	555	
4/21/2014	$167.40 	521	
8/9/2015	$11.20 	578	
9/3/2015	$70.40 	555	
7/1/2015	$22.50 	521	
1/23/2014	$173.80 	578	
6/4/2015	$149.10 	578	
1/20/2014	$60.20 	532	
7/24/2015	$205.00 	532	
8/19/2014	$44.00 	521	
6/22/2015	$120.60 	521	
10/22/2014	$190.50 	578	
7/19/2014	$93.50 	521	
8/1/2014	$85.20 	578	
6/22/2015	$22.20 	532	
7/6/2014	$37.30 	521	
10/29/2014	$231.00 	555	
12/20/2014	$139.20 	532	
6/14/2014	$116.30 	500	
3/1/2014	$27.70 	555	
12/5/2015	$44.50 	578	
12/1/2015	$135.90 	555	
8/14/2015	$104.10 	521	
4/28/2015	$73.50 	500	
6/17/2014	$18.90 	555	
8/31/2014	$110.60 	500	
6/8/2015	$217.80 	500	
6/12/2014	$105.60 	532	
3/20/2015	$177.60 	578	
9/19/2015	$177.80 	521	
7/25/2015	$217.80 	521	
10/7/2015	$217.80 	500	
12/10/2014	$60.50 	555	
9/22/2014	$122.40 	500	
11/28/2014	$38.40 	521	
6/14/2014	$68.40 	500	
9/22/2014	$54.60 	521	
12/7/2015	$37.60 	555	
4/12/2014	$165.20 	500	
8/8/2015	$186.50 	555	
12/29/2014	$119.60 	532	
5/30/2015	$229.00 	532	
6/30/2014	$186.30 	578	
10/11/2014	$239.70 	500	
2/2/2015	$159.00 	532	
8/19/2014	$138.90 	555	
8/18/2014	$232.00 	500	
12/17/2015	$88.10 	521	
11/3/2014	$145.30 	500	
2/25/2014	$209.60 	521	
9/22/2015	$123.40 	521	
1/17/2015	$61.40 	500	
8/3/2015	$227.50 	500	
7/22/2015	$190.10 	555	
4/4/2015	$110.80 	521	
1/23/2015	$223.20 	521	
12/30/2014	$105.10 	555	
6/11/2014	$137.00 	555	
5/15/2015	$204.80 	555	
9/6/2015	$64.40 	555	
10/13/2014	$233.70 	532	
6/3/2014	$81.80 	521	
11/30/2015	$27.40 	500	
1/12/2014	$40.00 	521	
6/7/2015	$162.60 	578	
11/14/2015	$100.30 	578	
6/27/2015	$204.60 	500	
6/27/2015	$39.60 	521	
5/3/2014	$227.70 	555	
11/13/2015	$107.90 	500	
1/17/2014	$215.80 	555	
12/26/2015	$71.90 	521	
8/22/2014	$118.70 	578	
7/19/2015	$199.60 	532	
4/10/2014	$87.10 	555	
12/22/2014	$100.60 	555	
2/25/2014	$157.10 	578	
3/15/2014	$22.50 	578	
1/4/2014	$204.50 	532	
10/5/2015	$119.00 	500	
12/7/2014	$125.60 	532	
11/2/2015	$200.00 	500	
12/1/2014	$116.10 	500	
1/17/2014	$128.10 	500	
7/23/2014	$79.70 	521	
8/17/2014	$46.60 	578	
5/22/2015	$105.30 	532	
9/25/2015	$199.50 	555	
7/21/2015	$223.50 	578	
11/11/2014	$164.50 	500	
8/18/2015	$20.80 	555	
1/28/2014	$236.00 	555	
9/16/2015	$217.70 	578	
4/3/2015	$48.30 	500	
5/2/2015	$195.90 	555	
12/16/2014	$227.30 	578	
5/26/2014	$123.30 	532	
4/12/2014	$11.80 	532	
1/3/2015	$183.90 	555	
12/25/2014	$130.60 	555	
4/15/2015	$253.70 	521	
7/7/2015	$48.20 	500	
5/6/2015	$191.40 	578	
8/24/2015	$239.30 	500	
2/15/2015	$261.50 	521	
9/22/2014	$39.40 	555	
4/6/2014	$242.00 	555	
4/22/2015	$43.40 	578	
4/8/2015	$50.10 	578	
5/8/2014	$18.60 	521	
10/14/2014	$55.00 	555	
4/7/2015	$170.80 	555	
12/25/2015	$37.40 	521	
7/28/2014	$244.00 	555	
2/8/2015	$13.50 	500	
4/12/2015	$180.90 	555	
4/20/2014	$55.70 	555	
6/1/2014	$186.90 	532	
3/4/2015	$140.70 	555	
9/28/2014	$176.80 	500	
8/22/2014	$238.40 	532	
8/25/2014	$44.30 	578	
3/17/2014	$193.70 	521	
8/30/2014	$241.20 	532	
1/24/2015	$149.80 	500	
12/5/2015	$55.10 	521	
8/13/2015	$163.00 	555	
5/26/2014	$140.80 	578	
1/30/2014	$75.60 	532	
3/2/2014	$49.20 	578	
2/13/2014	$197.90 	578	
12/16/2014	$131.70 	532	
6/21/2014	$193.50 	500	
10/2/2014	$193.70 	578	
9/4/2015	$86.70 	555	
8/21/2015	$171.90 	578	
6/21/2014	$108.40 	532	
12/15/2014	$127.40 	555	
9/19/2014	$50.60 	578	
